timestamp,voltage_V,current_A,power_active_W,frequency_Hz,power_factor
2023-02-16 13:08:12,244.8,0.0,1.1,50.0,1.0
2023-02-16 13:08:12,243.3,0.0,1.1,50.0,1.0
2023-02-16 13:08:12,243.3,0.0,1.1,50.0,1.0
2023-02-16 13:08:12,243.3,0.0,1.1,50.0,1.0
2023-02-16 13:08:12,243.2,0.0,1.1,50.0,1.0
2023-02-16 13:08:12,244.0,0.0,1.1,50.0,1.0
2023-02-16 13:08:12,243.2,0.0,1.1,50.0,1.0
2023-02-16 13:08:12,243.2,0.0,1.1,50.0,1.0
2023-02-16 13:08:12,243.2,0.0,1.1,50.0,1.0
2023-02-16 13:08:12,243.9,0.0,1.1,50.0,1.0
2023-02-16 13:08:12,243.8,0.0,1.1,50.0,1.0
2023-02-16 13:08:12,243.8,0.0,1.1,50.0,1.0
2023-02-16 13:08:12,243.8,0.0,1.2,50.0,1.0
2023-02-16 13:08:12,243.9,0.0,1.1,50.0,1.0
2023-02-16 13:08:12,243.9,0.0,1.1,50.0,1.0
2023-02-16 13:08:12,244.0,0.0,1.1,50.0,1.0
2023-02-16 13:08:12,244.3,0.0,1.1,50.0,1.0
2023-02-16 13:08:12,244.3,0.0,1.1,50.0,1.0
2023-02-16 13:08:12,244.3,0.0,1.1,50.0,1.0
2023-02-16 13:08:12,244.3,0.0,1.1,50.0,1.0
2023-02-16 13:08:12,244.3,0.0,1.1,50.0,1.0
2023-02-16 13:08:12,244.9,0.0,1.1,50.0,1.0
2023-02-16 13:08:12,244.9,0.0,1.1,50.0,1.0
2023-02-16 13:08:12,244.9,0.0,1.1,50.0,1.0
2023-02-16 13:08:12,244.6,0.0,1.1,50.0,1.0
2023-02-16 13:08:12,244.2,0.0,1.1,50.0,1.0
2023-02-16 13:08:12,244.7,0.0,1.1,50.0,1.0
2023-02-16 13:08:12,244.7,0.0,1.1,50.0,1.0
2023-02-16 13:08:12,244.4,0.0,1.1,50.0,1.0
2023-02-16 13:08:12,244.3,0.0,1.2,50.0,1.0
2023-02-16 13:08:12,244.3,0.0,1.2,50.0,1.0
2023-02-16 13:08:12,243.9,0.0,1.1,50.0,1.0
2023-02-16 13:08:12,244.1,0.0,1.1,50.0,1.0
2023-02-16 13:08:12,244.2,0.0,1.1,50.0,1.0
2023-02-16 13:08:12,244.0,0.0,1.1,50.0,1.0
2023-02-16 13:08:12,244.0,0.0,1.1,50.0,1.0
2023-02-16 13:08:12,243.7,0.0,1.1,50.0,1.0
2023-02-16 13:08:12,244.0,0.0,1.1,50.0,1.0
2023-02-16 13:08:12,244.0,0.0,1.1,50.0,1.0
2023-02-16 13:08:12,244.1,0.0,1.1,50.0,1.0
2023-02-16 13:08:12,243.8,0.0,1.1,50.0,1.0
2023-02-16 13:08:12,243.6,0.0,1.1,49.9,1.0
2023-02-16 13:08:12,243.6,0.0,1.1,50.0,1.0
2023-02-16 13:08:12,243.9,0.0,1.1,49.9,1.0
2023-02-16 13:08:12,244.1,0.0,1.1,50.0,1.0
2023-02-16 13:08:12,244.1,0.0,1.1,50.0,1.0
2023-02-16 13:08:12,243.9,0.0,1.1,50.0,1.0
2023-02-16 13:08:12,243.4,0.0,1.1,50.0,1.0
2023-02-16 13:08:12,243.2,0.0,1.1,50.0,1.0
2023-02-16 13:08:12,243.2,0.0,1.1,49.9,1.0
2023-02-16 13:08:12,243.7,0.0,1.1,50.0,1.0
2023-02-16 13:08:12,244.1,0.0,1.1,50.0,1.0
2023-02-16 13:08:12,244.1,0.0,1.1,50.0,1.0
2023-02-16 13:10:23,244.1,0.0,1.1,50.0,1.0
2023-02-16 13:10:23,244.7,0.0,1.2,50.0,1.0
2023-02-16 13:10:23,244.6,0.0,1.1,50.0,1.0
2023-02-16 13:10:23,244.6,0.0,1.1,49.9,1.0
2023-02-16 13:10:23,244.5,0.0,1.1,50.0,1.0
2023-02-16 13:10:23,245.0,0.0,1.1,49.9,1.0
2023-02-16 13:10:23,244.9,0.0,1.1,50.0,1.0
2023-02-16 13:10:23,244.9,0.0,1.1,50.0,1.0
2023-02-16 13:10:23,244.6,0.0,1.1,50.0,1.0
2023-02-16 13:10:23,244.0,0.0,1.1,50.0,1.0
2023-02-16 13:10:23,244.0,0.0,1.1,50.0,1.0
2023-02-16 13:10:23,244.4,0.0,1.1,50.0,1.0
2023-02-16 13:10:23,244.1,0.0,1.1,50.0,1.0
2023-02-16 13:10:23,244.2,0.0,1.1,50.0,1.0
2023-02-16 13:10:23,244.2,0.0,1.1,50.0,1.0
2023-02-16 13:10:23,244.2,0.0,1.1,50.0,1.0
2023-02-16 13:10:23,244.2,0.0,1.1,49.9,1.0
2023-02-16 13:10:23,244.3,0.0,1.1,50.0,1.0
2023-02-16 13:10:23,244.3,0.0,1.1,50.0,1.0
2023-02-16 13:10:23,244.3,0.0,1.1,49.9,1.0
2023-02-16 13:10:23,244.3,0.0,1.1,50.0,1.0
2023-02-16 13:10:23,244.3,0.0,1.1,50.0,1.0
2023-02-16 13:10:23,244.1,0.0,1.1,50.0,1.0
2023-02-16 13:10:23,243.8,0.0,1.1,50.0,1.0
2023-02-16 13:10:23,243.4,0.0,1.1,50.0,1.0
2023-02-16 13:10:23,243.4,0.0,1.1,50.0,1.0
2023-02-16 13:10:23,242.9,0.0,1.1,50.0,1.0
2023-02-16 13:10:23,243.0,0.0,1.1,50.0,1.0
2023-02-16 13:10:23,243.0,0.0,1.1,50.0,1.0
2023-02-16 13:10:23,243.2,0.0,1.1,50.0,1.0
2023-02-16 13:10:23,243.2,0.0,1.1,50.0,1.0
2023-02-16 13:10:23,243.1,0.0,1.1,50.0,1.0
2023-02-16 13:10:23,243.1,0.0,1.1,49.9,1.0
2023-02-16 13:10:23,243.3,0.0,1.1,50.0,1.0
2023-02-16 13:10:23,243.4,0.0,1.2,50.0,1.0
2023-02-16 13:10:23,243.3,0.0,1.1,50.0,1.0
2023-02-16 13:10:23,243.3,0.0,1.1,49.9,1.0
2023-02-16 13:10:23,243.3,0.0,1.1,50.0,1.0
2023-02-16 13:10:23,243.3,0.0,1.1,50.0,1.0
2023-02-16 13:10:23,243.3,0.0,1.1,49.9,1.0
2023-02-16 13:10:23,243.3,0.0,1.1,50.0,1.0
2023-02-16 13:10:23,243.3,0.0,1.1,50.0,1.0
2023-02-16 13:10:23,243.9,0.0,1.1,50.0,1.0
2023-02-16 13:10:23,243.9,0.0,1.1,49.9,1.0
2023-02-16 13:10:23,243.9,0.0,1.1,50.0,1.0
2023-02-16 13:10:23,244.0,0.0,1.1,50.0,1.0
2023-02-16 13:10:23,244.0,0.0,1.1,50.0,1.0
2023-02-16 13:10:23,244.0,0.0,1.1,50.0,1.0
2023-02-16 13:10:23,244.1,0.0,1.1,50.0,1.0
2023-02-16 13:10:23,244.1,0.0,1.1,50.0,1.0
2023-02-16 13:10:23,244.1,0.0,1.1,50.0,1.0
2023-02-16 13:10:23,243.9,0.0,1.1,50.0,1.0
2023-02-16 13:10:23,243.8,0.0,1.1,49.9,1.0
2023-02-16 13:10:23,243.6,0.0,1.2,49.9,1.0
2023-02-16 13:10:23,243.6,0.0,1.2,50.0,1.0
2023-02-16 13:10:23,243.8,0.0,1.1,49.9,1.0
2023-02-16 13:10:23,244.6,0.0,1.1,49.9,1.0
2023-02-16 13:10:23,244.6,0.0,1.1,50.0,1.0
2023-02-16 13:10:23,244.7,0.0,1.1,50.0,1.0
2023-02-16 13:10:23,244.6,0.0,1.1,50.0,1.0
2023-02-16 13:10:23,244.7,0.0,1.1,50.0,1.0
2023-02-16 13:10:23,244.7,0.0,1.1,50.0,1.0
2023-02-16 13:10:23,244.8,0.0,1.1,49.9,1.0
2023-02-16 13:10:23,245.1,0.0,1.1,49.9,1.0
2023-02-16 13:10:23,245.1,0.0,1.1,50.0,1.0
2023-02-16 13:10:23,245.1,0.0,1.1,49.9,1.0
2023-02-16 13:10:23,245.0,0.0,1.1,50.0,1.0
2023-02-16 13:10:23,245.1,0.0,1.1,49.9,1.0
2023-02-16 13:10:23,245.1,0.0,1.1,49.9,1.0
2023-02-16 13:10:23,244.9,0.0,1.1,50.0,1.0
2023-02-16 13:10:23,244.5,0.0,1.1,50.0,1.0
2023-02-16 13:10:23,244.0,0.0,1.1,50.0,1.0
2023-02-16 13:10:23,244.0,0.0,1.1,50.0,1.0
2023-02-16 13:10:23,244.1,0.0,1.1,50.0,1.0
2023-02-16 13:10:23,244.1,0.0,1.1,50.0,1.0
2023-02-16 13:10:23,244.1,0.0,1.1,50.0,1.0
2023-02-16 13:10:23,244.0,0.0,1.1,50.0,1.0
2023-02-16 13:10:23,244.0,0.0,1.1,49.9,1.0
2023-02-16 13:10:23,244.2,0.0,1.1,50.0,1.0
2023-02-16 13:10:23,244.2,0.0,1.1,50.0,1.0
2023-02-16 13:10:23,244.3,0.0,1.1,50.0,1.0
2023-02-16 13:10:23,244.3,0.0,1.1,50.0,1.0
2023-02-16 13:10:23,244.3,0.0,1.1,50.0,1.0
2023-02-16 13:10:23,244.3,0.0,1.1,50.0,1.0
